ds,yhat,username
2025-01-01,123.99050251004803,user1
2025-02-01,123.83986224389777,user1
2025-03-01,153.53245051639846,user1
2025-04-01,112.68973466481117,user1
2025-05-01,99.68529379529011,user1
2025-06-01,124.31359748437413,user1
2025-07-01,137.5636160090758,user1
2025-08-01,127.07089942057132,user1
2025-09-01,119.95604787298548,user1
2025-10-01,128.23068861979004,user1
2025-11-01,125.82758184810406,user1
2025-12-01,118.8867116220633,user1
2025-01-01,156.83864576177265,user10
2025-02-01,125.73024347638955,user10
2025-03-01,129.39998208110578,user10
2025-04-01,145.5239568335929,user10
2025-05-01,156.23047407114825,user10
2025-06-01,148.98825995048898,user10
2025-07-01,157.26868676092803,user10
2025-08-01,148.47318800226347,user10
2025-09-01,146.47989165984666,user10
2025-10-01,141.21361673919358,user10
2025-11-01,117.52066072600248,user10
2025-12-01,139.44584466424934,user10
2025-01-01,122.8531183912689,user11
2025-02-01,123.12231123223397,user11
2025-03-01,122.46616341059999,user11
2025-04-01,104.48395563132976,user11
2025-05-01,114.44157919393882,user11
2025-06-01,140.45659064950542,user11
2025-07-01,127.38391413202544,user11
2025-08-01,103.54351280570663,user11
2025-09-01,123.35259151836078,user11
2025-10-01,135.06090727063855,user11
2025-11-01,105.68675688669188,user11
2025-12-01,112.06910971323377,user11
2025-01-01,117.7737818549339,user12
2025-02-01,118.55210186239768,user12
2025-03-01,115.18058002949651,user12
2025-04-01,129.41089712960814,user12
2025-05-01,146.51982557750304,user12
2025-06-01,140.16377570740966,user12
2025-07-01,139.08792218263542,user12
2025-08-01,121.18285331057331,user12
2025-09-01,104.9158919657647,user12
2025-10-01,130.78825989152904,user12
2025-11-01,129.9842421667092,user12
2025-12-01,100.81479073460235,user12
2025-01-01,151.3242295688021,user13
2025-02-01,125.37810008324475,user13
2025-03-01,94.27866623817688,user13
2025-04-01,129.9287904069666,user13
2025-05-01,124.73793356639588,user13
2025-06-01,142.3830653552438,user13
2025-07-01,147.11120907023857,user13
2025-08-01,145.27266859259106,user13
2025-09-01,129.95178676681743,user13
2025-10-01,141.20327730103227,user13
2025-11-01,127.55017351564719,user13
2025-12-01,141.12234081843852,user13
2025-01-01,138.52628505523217,user14
2025-02-01,135.35579795329912,user14
2025-03-01,149.88850761164736,user14
2025-04-01,140.6133311430812,user14
2025-05-01,128.9107066554635,user14
2025-06-01,136.87687958106713,user14
2025-07-01,137.73032407046773,user14
2025-08-01,152.44775802788158,user14
2025-09-01,116.69952483987909,user14
2025-10-01,128.33746616153013,user14
2025-11-01,129.71158403122712,user14
2025-12-01,117.82280241443902,user14
2025-01-01,136.94493672047142,user15
2025-02-01,167.85782360185524,user15
2025-03-01,151.67339650654907,user15
2025-04-01,132.29458639136195,user15
2025-05-01,129.4016758616336,user15
2025-06-01,146.19554023511216,user15
2025-07-01,145.8714556751956,user15
2025-08-01,147.11543050139102,user15
2025-09-01,156.7732703393076,user15
2025-10-01,161.88972000914333,user15
2025-11-01,164.10235155754108,user15
2025-12-01,153.95843625481,user15
2025-01-01,117.30649372732563,user16
2025-02-01,155.3656763255414,user16
2025-03-01,144.42199657830997,user16
2025-04-01,120.47207443817967,user16
2025-05-01,143.16455121577337,user16
2025-06-01,130.8384454324582,user16
2025-07-01,134.82391157386274,user16
2025-08-01,152.63280714848332,user16
2025-09-01,134.86987699040165,user16
2025-10-01,140.79629151329243,user16
2025-11-01,128.0787820678138,user16
2025-12-01,144.13221624949028,user16
2025-01-01,143.5738800045569,user17
2025-02-01,134.3910481447646,user17
2025-03-01,142.5287692218267,user17
2025-04-01,107.32190592741055,user17
2025-05-01,138.87002105699347,user17
2025-06-01,115.17925721232392,user17
2025-07-01,132.36519583845475,user17
2025-08-01,122.66360920064736,user17
2025-09-01,152.52918339090596,user17
2025-10-01,156.05884195967107,user17
2025-11-01,158.62716840067634,user17
2025-12-01,136.1833674798993,user17
2025-01-01,113.42752114509656,user18
2025-02-01,143.30618557069528,user18
2025-03-01,132.10464508862833,user18
2025-04-01,121.49210865516706,user18
2025-05-01,137.55619548099926,user18
2025-06-01,113.5998045468914,user18
2025-07-01,102.0701890749945,user18
2025-08-01,113.65253617946077,user18
2025-09-01,120.24757016734826,user18
2025-10-01,113.28142293495598,user18
2025-11-01,135.76406629550576,user18
2025-12-01,117.52219021626934,user18
2025-01-01,108.29426202801643,user19
2025-02-01,124.80263345073001,user19
2025-03-01,138.69745883790637,user19
2025-04-01,104.72496520127301,user19
2025-05-01,130.74251403009652,user19
2025-06-01,145.20343819356478,user19
2025-07-01,121.9940771317487,user19
2025-08-01,135.1590526916403,user19
2025-09-01,119.03861225674737,user19
2025-10-01,134.98829888833285,user19
2025-11-01,144.88908091190095,user19
2025-01-01,144.79220364386322,user2
2025-02-01,148.76612729691436,user2
2025-03-01,141.2154507076375,user2
2025-04-01,131.50218367171993,user2
2025-05-01,160.2450014600364,user2
2025-06-01,126.81205037334229,user2
2025-07-01,156.0958303557676,user2
2025-08-01,147.36769755185915,user2
2025-09-01,112.30658212205135,user2
2025-10-01,160.88909857163554,user2
2025-11-01,144.41654321381756,user2
2025-01-01,130.0764260436026,user20
2025-02-01,123.94088018835227,user20
2025-03-01,147.41848712127546,user20
2025-04-01,135.61877693801458,user20
2025-05-01,132.90795350097883,user20
2025-06-01,124.94452790702512,user20
2025-07-01,156.4528911754869,user20
2025-08-01,120.16639183014826,user20
2025-09-01,93.38552851046084,user20
2025-10-01,118.14708535790594,user20
2025-11-01,132.44373490382938,user20
2025-12-01,113.04248195460302,user20
2025-01-01,128.02772993176322,user21
2025-02-01,132.10336989948271,user21
2025-03-01,139.7374231206744,user21
2025-04-01,161.1006454597358,user21
2025-05-01,133.77111089102635,user21
2025-06-01,154.4375944461748,user21
2025-07-01,147.6210038132502,user21
2025-08-01,151.4946539612558,user21
2025-09-01,148.69510371818404,user21
2025-10-01,147.58234354414628,user21
2025-11-01,128.9627669073238,user21
2025-12-01,141.26257341697962,user21
2025-01-01,147.82951391202593,user22
2025-02-01,144.12010979247052,user22
2025-03-01,132.096455745081,user22
2025-04-01,136.64085241737243,user22
2025-05-01,138.34905108864626,user22
2025-06-01,126.05012961184377,user22
2025-07-01,127.18466655850405,user22
2025-08-01,129.7618261771128,user22
2025-09-01,114.4579303928067,user22
2025-10-01,144.3963160531093,user22
2025-11-01,133.70361236407803,user22
2025-12-01,123.591369645138,user22
2025-01-01,124.45914788512188,user23
2025-02-01,131.3609042694484,user23
2025-03-01,122.7492525672321,user23
2025-04-01,145.16662910442366,user23
2025-05-01,119.90320500568625,user23
2025-06-01,103.91133393747049,user23
2025-07-01,109.66321844103794,user23
2025-08-01,145.09394545348889,user23
2025-09-01,130.37643697682674,user23
2025-10-01,119.73290950426089,user23
2025-11-01,114.0664206788844,user23
2025-12-01,115.88156758673674,user23
2025-01-01,139.29713872827256,user24
2025-02-01,128.13115787518333,user24
2025-03-01,117.72026299878173,user24
2025-04-01,125.9556284184645,user24
2025-05-01,144.94349932262588,user24
2025-06-01,130.78194180347086,user24
2025-07-01,149.47053087190582,user24
2025-08-01,146.59221032064755,user24
2025-09-01,141.56972621485642,user24
2025-10-01,136.3845338088877,user24
2025-11-01,130.50440017044826,user24
2025-01-01,141.6120919083489,user25
2025-02-01,131.2163932958659,user25
2025-03-01,128.06303325626217,user25
2025-04-01,135.1545927777623,user25
2025-05-01,119.86140251020582,user25
2025-06-01,153.64291311126746,user25
2025-07-01,145.26047068364292,user25
2025-08-01,139.79124489425723,user25
2025-09-01,150.4460985443212,user25
2025-10-01,135.12638610830012,user25
2025-11-01,144.9525941791925,user25
2025-12-01,125.19885719008039,user25
2025-01-01,138.23664572103647,user26
2025-02-01,152.07601324555964,user26
2025-03-01,127.16739540239425,user26
2025-04-01,129.0249133234163,user26
2025-05-01,126.68340055438492,user26
2025-06-01,121.23603012670672,user26
2025-07-01,140.98879590045382,user26
2025-08-01,149.64625286005352,user26
2025-09-01,130.94976333248803,user26
2025-10-01,125.1707164341796,user26
2025-11-01,149.09808341544615,user26
2025-12-01,114.4912680189345,user26
2025-01-01,122.68970240928853,user27
2025-02-01,152.75833399699636,user27
2025-03-01,133.41456054148074,user27
2025-04-01,121.92251466641648,user27
2025-05-01,130.6128298404727,user27
2025-06-01,136.28878043451928,user27
2025-07-01,122.25472044751042,user27
2025-08-01,145.01811337173473,user27
2025-09-01,129.11975768479556,user27
2025-10-01,133.47717282607675,user27
2025-11-01,127.50356771574475,user27
2025-01-01,142.7659720895447,user28
2025-02-01,147.3554862714879,user28
2025-03-01,154.66796024363313,user28
2025-04-01,174.68397606646616,user28
2025-05-01,151.83377439145715,user28
2025-06-01,161.93193131650816,user28
2025-07-01,130.89031862983762,user28
2025-08-01,162.58598260594925,user28
2025-09-01,143.09552654609328,user28
2025-10-01,138.4091564275723,user28
2025-11-01,136.99311849919064,user28
2025-12-01,157.31198696431983,user28
2025-01-01,135.9964710177603,user29
2025-02-01,142.71667870038115,user29
2025-03-01,98.30040761143412,user29
2025-04-01,144.6756493092878,user29
2025-05-01,109.6731586305878,user29
2025-06-01,123.16209388008014,user29
2025-07-01,122.21915490249421,user29
2025-08-01,106.00628512576189,user29
2025-09-01,139.85621003576756,user29
2025-10-01,145.08562026804762,user29
2025-11-01,127.04111263212391,user29
2025-12-01,111.70269422259896,user29
2025-01-01,148.686787228672,user3
2025-02-01,138.88138942801334,user3
2025-03-01,110.36007041318798,user3
2025-04-01,155.9368226854518,user3
2025-05-01,112.46024764076294,user3
2025-06-01,120.6084182035135,user3
2025-07-01,146.55579778261554,user3
2025-08-01,124.02736928328709,user3
2025-09-01,141.9729707375105,user3
2025-10-01,144.38946115909832,user3
2025-11-01,105.44504926667135,user3
2025-12-01,132.69791037592,user3
2025-01-01,115.50497645954046,user30
2025-02-01,134.56334945944292,user30
2025-03-01,129.85362816381718,user30
2025-04-01,157.94287487600508,user30
2025-05-01,147.18212221591017,user30
2025-06-01,136.75526516065142,user30
2025-07-01,132.8254782377953,user30
2025-08-01,137.54583983123396,user30
2025-09-01,140.28030881383847,user30
2025-10-01,166.15833462172083,user30
2025-11-01,136.97407786676496,user30
2025-12-01,154.963303222826,user30
2025-01-01,139.24401397454187,user31
2025-02-01,113.84098500371633,user31
2025-03-01,101.93768375543146,user31
2025-04-01,122.27497294041345,user31
2025-05-01,116.45726724401098,user31
2025-06-01,136.29837378329472,user31
2025-07-01,140.93059774070946,user31
2025-08-01,137.0995224377888,user31
2025-09-01,129.379167696481,user31
2025-10-01,138.96328906242732,user31
2025-11-01,134.32313516099023,user31
2025-12-01,119.05450057280878,user31
2025-01-01,132.50419887339817,user32
2025-02-01,127.28022222159352,user32
2025-03-01,143.17937134820264,user32
2025-04-01,130.2960950926719,user32
2025-05-01,117.4456694477943,user32
2025-06-01,102.17989939109822,user32
2025-07-01,134.9423582875056,user32
2025-08-01,115.69120114464786,user32
2025-09-01,136.78991756740976,user32
2025-10-01,153.41271150631013,user32
2025-11-01,147.57601434847834,user32
2025-12-01,122.0264617154147,user32
2025-01-01,141.32034786751467,user33
2025-02-01,129.51767930972346,user33
2025-03-01,151.61916278857754,user33
2025-04-01,144.7946389783594,user33
2025-05-01,138.00299409026113,user33
2025-06-01,141.0545842532923,user33
2025-07-01,123.44726282563406,user33
2025-08-01,134.7133985343858,user33
2025-09-01,132.4580229752895,user33
2025-10-01,136.51715392875806,user33
2025-11-01,133.5996644814885,user33
2025-12-01,153.14779299678673,user33
2025-01-01,126.24482911276,user34
2025-02-01,138.9935286062485,user34
2025-03-01,140.8118327747943,user34
2025-04-01,136.21856100090412,user34
2025-05-01,120.62452705135482,user34
2025-06-01,118.28878207082285,user34
2025-07-01,131.46083379295118,user34
2025-08-01,119.13292385233626,user34
2025-09-01,136.55203538595603,user34
2025-10-01,135.76543540673543,user34
2025-11-01,142.2101189182325,user34
2025-12-01,122.57732447139313,user34
2025-01-01,145.2878989887935,user35
2025-02-01,129.8993860791022,user35
2025-03-01,124.82329601145722,user35
2025-04-01,107.1474989000648,user35
2025-05-01,151.79002310911648,user35
2025-06-01,119.69068764638305,user35
2025-07-01,149.04040725030114,user35
2025-08-01,118.51376921221072,user35
2025-09-01,147.34510897972396,user35
2025-10-01,154.50034915241082,user35
2025-11-01,124.61627410654935,user35
2025-12-01,126.03039639923304,user35
2025-01-01,124.4178001445417,user36
2025-02-01,142.76540262378433,user36
2025-03-01,151.55420827351205,user36
2025-04-01,154.60865697315234,user36
2025-05-01,122.52526473735885,user36
2025-06-01,120.44325651324758,user36
2025-07-01,124.33500450304446,user36
2025-08-01,137.24276765011678,user36
2025-09-01,135.82085455023034,user36
2025-10-01,133.28266253062256,user36
2025-11-01,127.85615944550568,user36
2025-12-01,115.85294076493967,user36
2025-01-01,139.08753958670616,user37
2025-02-01,127.12805402614356,user37
2025-03-01,126.38761505880372,user37
2025-04-01,133.3624082389771,user37
2025-05-01,113.86353433324537,user37
2025-06-01,116.30449101324956,user37
2025-07-01,125.62391522102416,user37
2025-08-01,147.5329810722776,user37
2025-09-01,132.26005922811024,user37
2025-10-01,118.44875588415753,user37
2025-11-01,124.95208899777322,user37
2025-12-01,143.26682475264195,user37
2025-01-01,135.01064515824416,user38
2025-02-01,144.4252249874546,user38
2025-03-01,116.80330441514229,user38
2025-04-01,135.21704850297,user38
2025-05-01,123.24150537968478,user38
2025-06-01,119.74108679572272,user38
2025-07-01,122.14770590423215,user38
2025-08-01,124.92689693486157,user38
2025-09-01,134.17485581631294,user38
2025-10-01,133.43074345932055,user38
2025-11-01,145.39440613502387,user38
2025-12-01,123.79283412502866,user38
2025-01-01,139.48737016406258,user39
2025-02-01,136.89616971174152,user39
2025-03-01,126.79451536291904,user39
2025-04-01,131.15866618613975,user39
2025-05-01,134.89547703712836,user39
2025-06-01,138.03000831900238,user39
2025-07-01,138.87297870007268,user39
2025-08-01,143.85233944111076,user39
2025-09-01,131.93628227814733,user39
2025-10-01,138.41652927372286,user39
2025-11-01,108.13587556127955,user39
2025-12-01,141.54209094059942,user39
2025-01-01,154.94383621936618,user4
2025-02-01,141.48393469210015,user4
2025-03-01,134.6354018577194,user4
2025-04-01,151.46459265482522,user4
2025-05-01,141.0806783923229,user4
2025-06-01,139.1645740215485,user4
2025-07-01,125.93798022748521,user4
2025-08-01,122.98186968240434,user4
2025-09-01,131.01261140659463,user4
2025-10-01,131.27856653006342,user4
2025-11-01,129.8631882516391,user4
2025-12-01,144.29439068908437,user4
