ds,yhat,username
2025-01-01,124.47194149207978,user1
2025-02-01,124.41138018750486,user1
2025-03-01,153.94032438871463,user1
2025-04-01,113.29870192327265,user1
2025-05-01,100.22291648092866,user1
2025-06-01,124.73612501489097,user1
2025-07-01,138.27490276844043,user1
2025-08-01,127.77997825412241,user1
2025-09-01,120.68771273498633,user1
2025-10-01,128.50784165476333,user1
2025-11-01,126.77498591403875,user1
2025-12-01,119.20137090551106,user1
2025-01-01,156.31038959888292,user10
2025-02-01,125.94421672416341,user10
2025-03-01,128.8342461668769,user10
2025-04-01,144.5367003859221,user10
2025-05-01,154.85620948761172,user10
2025-06-01,147.3369348501982,user10
2025-07-01,155.74456436921977,user10
2025-08-01,147.216025938062,user10
2025-09-01,145.31495641424695,user10
2025-10-01,140.5161624903116,user10
2025-11-01,116.95854068963743,user10
2025-12-01,139.0023758172508,user10
2025-01-01,123.47094433121589,user11
2025-02-01,127.01028002386003,user11
2025-03-01,121.24605877101602,user11
2025-04-01,100.76475761320076,user11
2025-05-01,116.43673045278229,user11
2025-06-01,139.96728025286234,user11
2025-07-01,128.5645967614954,user11
2025-08-01,103.76720265026009,user11
2025-09-01,125.62444828852026,user11
2025-10-01,136.68810118391727,user11
2025-11-01,108.27349025053971,user11
2025-12-01,116.26515663989207,user11
2025-01-01,115.62371391303378,user12
2025-02-01,116.52705545755383,user12
2025-03-01,113.87500350590707,user12
2025-04-01,128.4436768862508,user12
2025-05-01,145.3962943216521,user12
2025-06-01,139.09696573740587,user12
2025-07-01,137.87986701498664,user12
2025-08-01,119.05217059411822,user12
2025-09-01,101.05320944947952,user12
2025-10-01,129.5342652794386,user12
2025-11-01,127.24508322655471,user12
2025-12-01,97.91511713777095,user12
2025-01-01,151.4389990550176,user13
2025-02-01,124.88464604417408,user13
2025-03-01,95.15786023493766,user13
2025-04-01,130.2812760492543,user13
2025-05-01,124.79372296169933,user13
2025-06-01,142.37007176807165,user13
2025-07-01,146.56412088891312,user13
2025-08-01,143.85577648697327,user13
2025-09-01,128.60424910134026,user13
2025-10-01,139.95972467457176,user13
2025-11-01,125.57348761905071,user13
2025-12-01,140.45493527030348,user13
2025-01-01,137.9697091374596,user14
2025-02-01,136.27747634885876,user14
2025-03-01,150.34373235669267,user14
2025-04-01,141.17398169239488,user14
2025-05-01,127.97640448960266,user14
2025-06-01,137.47346958974097,user14
2025-07-01,138.38697624194313,user14
2025-08-01,152.7792626289279,user14
2025-09-01,117.01141395669464,user14
2025-10-01,128.75023022704715,user14
2025-11-01,128.98915171760635,user14
2025-12-01,118.26745048307119,user14
2025-01-01,133.10649942423998,user15
2025-02-01,166.6226230258855,user15
2025-03-01,149.00121538069897,user15
2025-04-01,128.43497793833328,user15
2025-05-01,129.1491564753667,user15
2025-06-01,145.07598646385006,user15
2025-07-01,139.42793295290164,user15
2025-08-01,146.48542518984004,user15
2025-09-01,156.56892731687856,user15
2025-10-01,157.35223566819658,user15
2025-11-01,161.63868076320034,user15
2025-12-01,152.33756443415348,user15
2025-01-01,116.75408281596017,user16
2025-02-01,155.98504592450539,user16
2025-03-01,144.35198677680336,user16
2025-04-01,119.03741022366124,user16
2025-05-01,143.008667712796,user16
2025-06-01,131.690818817489,user16
2025-07-01,135.94810690180665,user16
2025-08-01,153.09695841386127,user16
2025-09-01,135.60868573521836,user16
2025-10-01,140.9756723871,user16
2025-11-01,128.27466165080267,user16
2025-12-01,144.6140013967527,user16
2025-01-01,136.1810847229509,user17
2025-02-01,125.16116520511177,user17
2025-03-01,139.4040926309755,user17
2025-04-01,106.68290527359501,user17
2025-05-01,135.71103226724276,user17
2025-06-01,112.64345968207157,user17
2025-07-01,125.19107224091812,user17
2025-08-01,117.64872398384584,user17
2025-09-01,148.07954401407267,user17
2025-10-01,146.69893774629122,user17
2025-11-01,148.68620933245185,user17
2025-12-01,125.00603848647404,user17
2025-01-01,110.87320053225234,user18
2025-02-01,141.26535275706416,user18
2025-03-01,131.9428777541263,user18
2025-04-01,122.7715937800646,user18
2025-05-01,140.47786417149703,user18
2025-06-01,116.81869319618649,user18
2025-07-01,102.37937119979003,user18
2025-08-01,113.51823000709572,user18
2025-09-01,119.02592171530964,user18
2025-10-01,110.64862547873302,user18
2025-11-01,133.3248769674831,user18
2025-12-01,115.4112683702995,user18
2025-01-01,108.2044982050262,user19
2025-02-01,124.50495251430728,user19
2025-03-01,138.30963404836947,user19
2025-04-01,104.81537997642766,user19
2025-05-01,130.19295275842623,user19
2025-06-01,145.20938231960304,user19
2025-07-01,122.21289485282692,user19
2025-08-01,135.0968618875318,user19
2025-09-01,118.90283760622886,user19
2025-10-01,135.20517508775447,user19
2025-11-01,145.14944820399438,user19
2025-01-01,144.52861076882292,user2
2025-02-01,148.21974004467933,user2
2025-03-01,141.4952783348369,user2
2025-04-01,132.21320361028822,user2
2025-05-01,162.1777446879438,user2
2025-06-01,127.0096709677108,user2
2025-07-01,155.37501581774444,user2
2025-08-01,148.04890932856,user2
2025-09-01,114.03099104573415,user2
2025-10-01,162.55291711329107,user2
2025-11-01,145.57625969464365,user2
2025-01-01,128.5750479530903,user20
2025-02-01,126.06691136814781,user20
2025-03-01,151.43263101927738,user20
2025-04-01,138.4357131821252,user20
2025-05-01,132.87528081666747,user20
2025-06-01,129.34607378079474,user20
2025-07-01,159.028658920645,user20
2025-08-01,121.61811477546892,user20
2025-09-01,92.41033271426022,user20
2025-10-01,119.66868766151643,user20
2025-11-01,130.62367714622988,user20
2025-12-01,113.2835451831714,user20
2025-01-01,127.42032720582871,user21
2025-02-01,129.98932999022173,user21
2025-03-01,137.51366837079078,user21
2025-04-01,158.52764189703615,user21
2025-05-01,132.21530932325598,user21
2025-06-01,152.50404114788265,user21
2025-07-01,144.89585372750895,user21
2025-08-01,150.20405742665685,user21
2025-09-01,147.05610190168778,user21
2025-10-01,145.809635181052,user21
2025-11-01,127.03742895471531,user21
2025-12-01,140.1190275049696,user21
2025-01-01,148.43303791360458,user22
2025-02-01,146.7783768214335,user22
